,arg1,arg2,verb,sentence,verb_idx,label,new_column
191,basement,,flood, Our basement flooded during the heavy rains .,2,0,"[(' ', 'SPACE'), ('Our', 'PRON'), ('basement', 'NOUN'), ('flooded', 'VERB'), ('during', 'ADP'), ('the', 'DET'), ('heavy', 'ADJ'), ('rains', 'NOUN'), ('.', 'PUNCT')]"
192,crowd,,flow, The crowd flowed out of the stadium .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('crowd', 'NOUN'), ('flowed', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('stadium', 'NOUN'), ('.', 'PUNCT')]"
193,water,,flow, Water flowed into the cave .,1,0,"[(' ', 'SPACE'), ('Water', 'PROPN'), ('flowed', 'VERB'), ('into', 'ADP'), ('the', 'DET'), ('cave', 'NOUN'), ('.', 'PUNCT')]"
194,champagne,,flow, The champagne flowed at the wedding .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('champagne', 'NOUN'), ('flowed', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('wedding', 'NOUN'), ('.', 'PUNCT')]"
195,garbage,,flush, The garbage flushed down the river .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('garbage', 'NOUN'), ('flushed', 'VERB'), ('down', 'ADP'), ('the', 'DET'), ('river', 'NOUN'), ('.', 'PUNCT')]"
196,sky,,flush, the sky flushed with rosy splendor .,2,1,"[(' ', 'SPACE'), ('the', 'DET'), ('sky', 'NOUN'), ('flushed', 'VERB'), ('with', 'ADP'), ('rosy', 'ADJ'), ('splendor', 'NOUN'), ('.', 'PUNCT')]"
197,wound,,flush, flush the wound with antibiotics .,0,1,"[(' ', 'SPACE'), ('flush', 'VERB'), ('the', 'DET'), ('wound', 'NOUN'), ('with', 'ADP'), ('antibiotics', 'NOUN'), ('.', 'PUNCT')]"
198,character,,form, form the young child 's character .,0,1,"[(' ', 'SPACE'), ('form', 'VERB'), ('the', 'DET'), ('young', 'ADJ'), ('child', 'NOUN'), (""'s"", 'PART'), ('character', 'NOUN'), ('.', 'PUNCT')]"
199,water,,form, the water formed little beads .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('water', 'NOUN'), ('formed', 'VERB'), ('little', 'ADJ'), ('beads', 'NOUN'), ('.', 'PUNCT')]"
200,language,,fracture, This writer really fractures the language .,3,1,"[(' ', 'SPACE'), ('This', 'DET'), ('writer', 'NOUN'), ('really', 'ADV'), ('fractures', 'VERB'), ('the', 'DET'), ('language', 'NOUN'), ('.', 'PUNCT')]"
201,balance,,fracture, These events could fracture the balance of power .,3,1,"[(' ', 'SPACE'), ('These', 'DET'), ('events', 'NOUN'), ('could', 'AUX'), ('fracture', 'VERB'), ('the', 'DET'), ('balance', 'NOUN'), ('of', 'ADP'), ('power', 'NOUN'), ('.', 'PUNCT')]"
202,bolt,,fracture, The pothole fractured a bolt on the axle .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('pothole', 'NOUN'), ('fractured', 'VERB'), ('a', 'DET'), ('bolt', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('axle', 'NOUN'), ('.', 'PUNCT')]"
203,car,,fuel," fuel aircraft , ships , and cars .",0,0,"[(' ', 'SPACE'), ('fuel', 'NOUN'), ('aircraft', 'NOUN'), (',', 'PUNCT'), ('ships', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('cars', 'NOUN'), ('.', 'PUNCT')]"
204,tanker,,fuel, The tanker fueled in Bahrain .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('tanker', 'NOUN'), ('fueled', 'VERB'), ('in', 'ADP'), ('Bahrain', 'PROPN'), ('.', 'PUNCT')]"
205,debate,,fuel, fuel the debate on creationism .,0,1,"[(' ', 'SPACE'), ('fuel', 'VERB'), ('the', 'DET'), ('debate', 'NOUN'), ('on', 'ADP'), ('creationism', 'NOUN'), ('.', 'PUNCT')]"
206,press,,gag, The press was gagged .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('press', 'NOUN'), ('was', 'AUX'), ('gagged', 'VERB'), ('.', 'PUNCT')]"
207,horse,,gallop, The horse was galloping along .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('horse', 'NOUN'), ('was', 'AUX'), ('galloping', 'VERB'), ('along', 'ADV'), ('.', 'PUNCT')]"
208,girl,,glare, The girl glared at the man who tried to make a pass at her .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('girl', 'NOUN'), ('glared', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('man', 'NOUN'), ('who', 'PRON'), ('tried', 'VERB'), ('to', 'PART'), ('make', 'VERB'), ('a', 'DET'), ('pass', 'NOUN'), ('at', 'ADP'), ('her', 'PRON'), ('.', 'PUNCT')]"
209,moon,,glare, The moon glared back at itself from the lake 's surface .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('moon', 'NOUN'), ('glared', 'VERB'), ('back', 'ADV'), ('at', 'ADP'), ('itself', 'PRON'), ('from', 'ADP'), ('the', 'DET'), ('lake', 'NOUN'), (""'s"", 'PART'), ('surface', 'NOUN'), ('.', 'PUNCT')]"
210,sun,,glare, The sun glared down on us .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('sun', 'NOUN'), ('glared', 'VERB'), ('down', 'ADP'), ('on', 'ADP'), ('us', 'PRON'), ('.', 'PUNCT')]"
211,firefly,,glow, The fireflies were glowing and flying about in the garden .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('fireflies', 'NOUN'), ('were', 'AUX'), ('glowing', 'VERB'), ('and', 'CCONJ'), ('flying', 'VERB'), ('about', 'ADP'), ('in', 'ADP'), ('the', 'DET'), ('garden', 'NOUN'), ('.', 'PUNCT')]"
212,face,,glow, Her face glowed when she came out of the sauna .,2,1,"[(' ', 'SPACE'), ('Her', 'PRON'), ('face', 'NOUN'), ('glowed', 'VERB'), ('when', 'SCONJ'), ('she', 'PRON'), ('came', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('sauna', 'NOUN'), ('.', 'PUNCT')]"
213,coal,,glow, The coals were glowing in the dark .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('coals', 'NOUN'), ('were', 'AUX'), ('glowing', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('dark', 'NOUN'), ('.', 'PUNCT')]"
214,heart,,glow, Make the people 's hearts glow .,5,1,"[(' ', 'SPACE'), ('Make', 'VERB'), ('the', 'DET'), ('people', 'NOUN'), (""'s"", 'PART'), ('hearts', 'NOUN'), ('glow', 'VERB'), ('.', 'PUNCT')]"
215,passenger,,grab, The passenger grabbed for the oxygen mask .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('passenger', 'NOUN'), ('grabbed', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('oxygen', 'NOUN'), ('mask', 'NOUN'), ('.', 'PUNCT')]"
216,hand,,grab, She grabbed the child 's hand and ran out of the room .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('grabbed', 'VERB'), ('the', 'DET'), ('child', 'NOUN'), (""'s"", 'PART'), ('hand', 'NOUN'), ('and', 'CCONJ'), ('ran', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('room', 'NOUN'), ('.', 'PUNCT')]"
217,story,,grab, This story will grab you .,3,1,"[(' ', 'SPACE'), ('This', 'DET'), ('story', 'NOUN'), ('will', 'AUX'), ('grab', 'VERB'), ('you', 'PRON'), ('.', 'PUNCT')]"
218,conversation,,gravitate, The conversation gravitated towards politics .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('conversation', 'NOUN'), ('gravitated', 'VERB'), ('towards', 'ADP'), ('politics', 'NOUN'), ('.', 'PUNCT')]"
219,boy,,gravitate, Boys gravitate towards girls at that age .,1,1,"[(' ', 'SPACE'), ('Boys', 'NOUN'), ('gravitate', 'VERB'), ('towards', 'ADP'), ('girls', 'NOUN'), ('at', 'ADP'), ('that', 'DET'), ('age', 'NOUN'), ('.', 'PUNCT')]"
220,star,,gravitate, The stars gravitate towards each other .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('stars', 'NOUN'), ('gravitate', 'NOUN'), ('towards', 'ADP'), ('each', 'DET'), ('other', 'ADJ'), ('.', 'PUNCT')]"
221,spice,,grind, grind the spices in a mortar .,0,0,"[(' ', 'SPACE'), ('grind', 'VERB'), ('the', 'DET'), ('spices', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('mortar', 'NOUN'), ('.', 'PUNCT')]"
222,mind,,grope, His mind groped to make the connection .,2,1,"[(' ', 'SPACE'), ('His', 'PRON'), ('mind', 'NOUN'), ('groped', 'VERB'), ('to', 'PART'), ('make', 'VERB'), ('the', 'DET'), ('connection', 'NOUN'), ('.', 'PUNCT')]"
223,woman,,grope, He made some sexual advances at the woman in his office and groped her repeatedly .,12,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('made', 'VERB'), ('some', 'DET'), ('sexual', 'ADJ'), ('advances', 'NOUN'), ('at', 'ADP'), ('the', 'DET'), ('woman', 'NOUN'), ('in', 'ADP'), ('his', 'PRON'), ('office', 'NOUN'), ('and', 'CCONJ'), ('groped', 'VERB'), ('her', 'PRON'), ('repeatedly', 'ADV'), ('.', 'PUNCT')]"
224,man,,guard, There will be men guarding the horses .,4,0,"[(' ', 'SPACE'), ('There', 'PRON'), ('will', 'AUX'), ('be', 'AUX'), ('men', 'NOUN'), ('guarding', 'VERB'), ('the', 'DET'), ('horses', 'NOUN'), ('.', 'PUNCT')]"
225,possession,,guard, Please guard my possessions while I 'm away .,1,0,"[(' ', 'SPACE'), ('Please', 'INTJ'), ('guard', 'VERB'), ('my', 'PRON'), ('possessions', 'NOUN'), ('while', 'SCONJ'), ('I', 'PRON'), (""'"", 'VERB'), ('m', 'VERB'), ('away', 'ADV'), ('.', 'PUNCT')]"
226,vaccine,,guard, This vaccine will guard you against infection .,3,1,"[(' ', 'SPACE'), ('This', 'DET'), ('vaccine', 'NOUN'), ('will', 'AUX'), ('guard', 'VERB'), ('you', 'PRON'), ('against', 'ADP'), ('infection', 'NOUN'), ('.', 'PUNCT')]"
227,lava,,gutter, The cooling lava continued to gutter toward lower ground .,5,0,"[(' ', 'SPACE'), ('The', 'DET'), ('cooling', 'VERB'), ('lava', 'NOUN'), ('continued', 'VERB'), ('to', 'PART'), ('gutter', 'VERB'), ('toward', 'ADP'), ('lower', 'ADJ'), ('ground', 'NOUN'), ('.', 'PUNCT')]"
228,tear,,gutter, Tears guttered down her face .,1,1,"[(' ', 'SPACE'), ('Tears', 'NOUN'), ('guttered', 'VERB'), ('down', 'ADP'), ('her', 'PRON'), ('face', 'NOUN'), ('.', 'PUNCT')]"
229,rain,,gutter, The heavy rain guttered the soil .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('heavy', 'ADJ'), ('rain', 'NOUN'), ('guttered', 'VERB'), ('the', 'DET'), ('soil', 'NOUN'), ('.', 'PUNCT')]"
230,building,,gutter, The roofer began to gutter the buildings .,4,0,"[(' ', 'SPACE'), ('The', 'DET'), ('roofer', 'NOUN'), ('began', 'VERB'), ('to', 'PART'), ('gutter', 'VERB'), ('the', 'DET'), ('buildings', 'NOUN'), ('.', 'PUNCT')]"
231,color,,harmonize, The colors do n't harmonize .,4,1,"[(' ', 'SPACE'), ('The', 'DET'), ('colors', 'NOUN'), ('do', 'AUX'), (""n't"", 'PART'), ('harmonize', 'VERB'), ('.', 'PUNCT')]"
232,goal,,harmonize, harmonize one 's goals with one 's abilities .,0,1,"[(' ', 'SPACE'), ('harmonize', 'VERB'), ('one', 'PRON'), (""'s"", 'PART'), ('goals', 'NOUN'), ('with', 'ADP'), ('one', 'PRON'), (""'s"", 'PART'), ('abilities', 'NOUN'), ('.', 'PUNCT')]"
233,work,,heap, He heaped him with work .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('heaped', 'VERB'), ('him', 'PRON'), ('with', 'ADP'), ('work', 'NOUN'), ('.', 'PUNCT')]"
234,firewood,,heap, heap firewood around the fireplace .,0,0,"[(' ', 'SPACE'), ('heap', 'NOUN'), ('firewood', 'NOUN'), ('around', 'ADP'), ('the', 'DET'), ('fireplace', 'NOUN'), ('.', 'PUNCT')]"
235,platter,,heap, heap the platter with potatoes .,0,0,"[(' ', 'SPACE'), ('heap', 'VERB'), ('the', 'DET'), ('platter', 'NOUN'), ('with', 'ADP'), ('potatoes', 'NOUN'), ('.', 'PUNCT')]"
236,boar,,hunt, Goering often hunted wild boars in Poland .,2,0,"[(' ', 'SPACE'), ('Goering', 'NOUN'), ('often', 'ADV'), ('hunted', 'VERB'), ('wild', 'ADJ'), ('boars', 'NOUN'), ('in', 'ADP'), ('Poland', 'PROPN'), ('.', 'PUNCT')]"
237,immigrant,,hunt, They hunted the unwanted immigrants out of the neighborhood .,1,1,"[(' ', 'SPACE'), ('They', 'PRON'), ('hunted', 'VERB'), ('the', 'DET'), ('unwanted', 'ADJ'), ('immigrants', 'NOUN'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('neighborhood', 'NOUN'), ('.', 'PUNCT')]"
238,oscillator,,hunt, The oscillator hunts about the correct frequency .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('oscillator', 'NOUN'), ('hunts', 'VERB'), ('about', 'ADP'), ('the', 'DET'), ('correct', 'ADJ'), ('frequency', 'NOUN'), ('.', 'PUNCT')]"
239,back,,hurt, This exercise will hurt your back .,3,0,"[(' ', 'SPACE'), ('This', 'DET'), ('exercise', 'NOUN'), ('will', 'AUX'), ('hurt', 'VERB'), ('your', 'PRON'), ('back', 'NOUN'), ('.', 'PUNCT')]"
240,business,,hurt, Our business was hurt by the new competition .,3,1,"[(' ', 'SPACE'), ('Our', 'PRON'), ('business', 'NOUN'), ('was', 'AUX'), ('hurt', 'VERB'), ('by', 'ADP'), ('the', 'DET'), ('new', 'ADJ'), ('competition', 'NOUN'), ('.', 'PUNCT')]"
241,heat,,ignite, Great heat can ignite almost any dry matter .,3,0,"[(' ', 'SPACE'), ('Great', 'ADJ'), ('heat', 'NOUN'), ('can', 'AUX'), ('ignite', 'VERB'), ('almost', 'ADV'), ('any', 'PRON'), ('dry', 'ADJ'), ('matter', 'NOUN'), ('.', 'PUNCT')]"
242,gas,,ignite, Marsh gases ignited suddenly .,2,0,"[(' ', 'SPACE'), ('Marsh', 'PROPN'), ('gases', 'NOUN'), ('ignited', 'VERB'), ('suddenly', 'ADV'), ('.', 'PUNCT')]"
243,hatred,,ignite, The ostentatious way of living of the rich ignites the hatred of the poor .,8,1,"[(' ', 'SPACE'), ('The', 'DET'), ('ostentatious', 'ADJ'), ('way', 'NOUN'), ('of', 'ADP'), ('living', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('rich', 'ADJ'), ('ignites', 'NOUN'), ('the', 'DET'), ('hatred', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('poor', 'ADJ'), ('.', 'PUNCT')]"
244,plant,,immigrate, only few plants can immigrate to the island .,4,1,"[(' ', 'SPACE'), ('only', 'ADV'), ('few', 'ADJ'), ('plants', 'NOUN'), ('can', 'AUX'), ('immigrate', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('island', 'NOUN'), ('.', 'PUNCT')]"
245,people,,immigrate, Many people immigrated at the beginning of the 20th century .,2,0,"[(' ', 'SPACE'), ('Many', 'ADJ'), ('people', 'NOUN'), ('immigrated', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('beginning', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('20th', 'ADJ'), ('century', 'NOUN'), ('.', 'PUNCT')]"
246,head,,incline, She inclined her head to the student .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('inclined', 'VERB'), ('her', 'PRON'), ('head', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('student', 'NOUN'), ('.', 'PUNCT')]"
247,language,,incline, Their language inclines us to believe them .,2,1,"[(' ', 'SPACE'), ('Their', 'PRON'), ('language', 'NOUN'), ('inclines', 'VERB'), ('us', 'PRON'), ('to', 'PART'), ('believe', 'VERB'), ('them', 'PRON'), ('.', 'PUNCT')]"
248,child,,infect, Your children have infected you with this head cold .,3,0,"[(' ', 'SPACE'), ('Your', 'PRON'), ('children', 'NOUN'), ('have', 'AUX'), ('infected', 'VERB'), ('you', 'PRON'), ('with', 'ADP'), ('this', 'DET'), ('head', 'NOUN'), ('cold', 'ADJ'), ('.', 'PUNCT')]"
249,society,,infect, society was infected by racism .,2,1,"[(' ', 'SPACE'), ('society', 'NOUN'), ('was', 'AUX'), ('infected', 'VERB'), ('by', 'ADP'), ('racism', 'NOUN'), ('.', 'PUNCT')]"
250,laughter,,infect, His laughter infects everyone who is in the same room .,2,1,"[(' ', 'SPACE'), ('His', 'PRON'), ('laughter', 'NOUN'), ('infects', 'VERB'), ('everyone', 'PRON'), ('who', 'PRON'), ('is', 'AUX'), ('in', 'ADP'), ('the', 'DET'), ('same', 'ADJ'), ('room', 'NOUN'), ('.', 'PUNCT')]"
251,charge,,inflate, The charges were inflated .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('charges', 'NOUN'), ('were', 'AUX'), ('inflated', 'VERB'), ('.', 'PUNCT')]"
252,economy,,inflate, The war inflated the economy .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('war', 'NOUN'), ('inflated', 'VERB'), ('the', 'DET'), ('economy', 'NOUN'), ('.', 'PUNCT')]"
253,currency,,inflate, inflate the currency .,0,1,"[(' ', 'SPACE'), ('inflate', 'VERB'), ('the', 'DET'), ('currency', 'NOUN'), ('.', 'PUNCT')]"
254,castle,,inherit, I inherited a castle from my French grandparents .,1,0,"[(' ', 'SPACE'), ('I', 'PRON'), ('inherited', 'VERB'), ('a', 'DET'), ('castle', 'NOUN'), ('from', 'ADP'), ('my', 'PRON'), ('French', 'ADJ'), ('grandparents', 'NOUN'), ('.', 'PUNCT')]"
255,problem,,inherit, The new chairman inherited many problems from the previous chair .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('new', 'ADJ'), ('chairman', 'NOUN'), ('inherited', 'VERB'), ('many', 'ADJ'), ('problems', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('previous', 'ADJ'), ('chair', 'NOUN'), ('.', 'PUNCT')]"
256,eyesight,,inherit, I inherited my good eyesight from my mother .,1,0,"[(' ', 'SPACE'), ('I', 'PRON'), ('inherited', 'VERB'), ('my', 'PRON'), ('good', 'ADJ'), ('eyesight', 'NOUN'), ('from', 'ADP'), ('my', 'PRON'), ('mother', 'NOUN'), ('.', 'PUNCT')]"
257,glucose,,inject, We injected the glucose into the patient 's vein .,1,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('injected', 'VERB'), ('the', 'DET'), ('glucose', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('patient', 'NOUN'), (""'s"", 'PART'), ('vein', 'NOUN'), ('.', 'PUNCT')]"
258,life,,inject, He injected new life into the performance .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('injected', 'VERB'), ('new', 'ADJ'), ('life', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('performance', 'NOUN'), ('.', 'PUNCT')]"
259,hydrogen,,inject, inject hydrogen into the balloon .,0,0,"[(' ', 'SPACE'), ('inject', 'VERB'), ('hydrogen', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('balloon', 'NOUN'), ('.', 'PUNCT')]"
260,program,,interrupt, We interrupt the program for the following messages .,1,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('interrupt', 'VERB'), ('the', 'DET'), ('program', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('following', 'VERB'), ('messages', 'NOUN'), ('.', 'PUNCT')]"
261,pregnancy,,interrupt, She interrupted her pregnancy .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('interrupted', 'VERB'), ('her', 'PRON'), ('pregnancy', 'NOUN'), ('.', 'PUNCT')]"
262,poland,,invade," Hitler invaded Poland on September 1 , 1939 .",1,0,"[(' ', 'SPACE'), ('Hitler', 'PROPN'), ('invaded', 'VERB'), ('Poland', 'PROPN'), ('on', 'ADP'), ('September', 'PROPN'), ('1', 'NUM'), (',', 'PUNCT'), ('1939', 'NUM'), ('.', 'PUNCT')]"
263,colleague,,invade, This new colleague invades my territory .,3,1,"[(' ', 'SPACE'), ('This', 'DET'), ('new', 'ADJ'), ('colleague', 'NOUN'), ('invades', 'VERB'), ('my', 'PRON'), ('territory', 'NOUN'), ('.', 'PUNCT')]"
264,lungs,,invade, The cancer had invaded her lungs .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('cancer', 'NOUN'), ('had', 'AUX'), ('invaded', 'VERB'), ('her', 'PRON'), ('lungs', 'NOUN'), ('.', 'PUNCT')]"
265,pedal,,jam, The driver jammed the brake pedal to the floor .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('driver', 'NOUN'), ('jammed', 'VERB'), ('the', 'DET'), ('brake', 'NOUN'), ('pedal', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('floor', 'NOUN'), ('.', 'PUNCT')]"
266,mechanism,,jam, the mechanism jammed .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('mechanism', 'NOUN'), ('jammed', 'ADJ'), ('.', 'PUNCT')]"
267,account,,juggle, juggle an account so as to hide a deficit .,0,1,"[(' ', 'SPACE'), ('juggle', 'VERB'), ('an', 'DET'), ('account', 'NOUN'), ('so', 'SCONJ'), ('as', 'SCONJ'), ('to', 'PART'), ('hide', 'VERB'), ('a', 'DET'), ('deficit', 'NOUN'), ('.', 'PUNCT')]"
268,job,,juggle, She had to juggle her job and her children .,3,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('had', 'VERB'), ('to', 'PART'), ('juggle', 'VERB'), ('her', 'PRON'), ('job', 'NOUN'), ('and', 'CCONJ'), ('her', 'PRON'), ('children', 'NOUN'), ('.', 'PUNCT')]"
269,ball,,juggle, the player juggled the ball .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('player', 'NOUN'), ('juggled', 'VERB'), ('the', 'DET'), ('ball', 'NOUN'), ('.', 'PUNCT')]"
270,action,,key, key one 's actions to the voters ' prevailing attitude .,0,1,"[(' ', 'SPACE'), ('key', 'ADJ'), ('one', 'NOUN'), (""'s"", 'PART'), ('actions', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('voters', 'NOUN'), (""'"", 'PART'), ('prevailing', 'VERB'), ('attitude', 'NOUN'), ('.', 'PUNCT')]"
271,dog,,kick, The boy kicked the dog .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('boy', 'NOUN'), ('kicked', 'VERB'), ('the', 'DET'), ('dog', 'NOUN'), ('.', 'PUNCT')]"
272,gun,,kick, The gun kicked back into my shoulder .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('gun', 'NOUN'), ('kicked', 'VERB'), ('back', 'ADV'), ('into', 'ADP'), ('my', 'PRON'), ('shoulder', 'NOUN'), ('.', 'PUNCT')]"
273,check,,kite, He kited many checks .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('kited', 'VERB'), ('many', 'ADJ'), ('checks', 'NOUN'), ('.', 'PUNCT')]"
274,dollar,,kite, The businessman kited millions of dollars .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('businessman', 'NOUN'), ('kited', 'VERB'), ('millions', 'NOUN'), ('of', 'ADP'), ('dollars', 'NOUN'), ('.', 'PUNCT')]"
275,pilot,,kite, The pilot kited for a long time over the mountains .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('pilot', 'NOUN'), ('kited', 'VERB'), ('for', 'ADP'), ('a', 'DET'), ('long', 'ADJ'), ('time', 'NOUN'), ('over', 'ADP'), ('the', 'DET'), ('mountains', 'NOUN'), ('.', 'PUNCT')]"
276,bird,,land, The bird landed on the highest branch .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('bird', 'NOUN'), ('landed', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('highest', 'ADJ'), ('branch', 'NOUN'), ('.', 'PUNCT')]"
277,airplane,,land, the pilot managed to land the airplane safely .,4,0,"[(' ', 'SPACE'), ('the', 'DET'), ('pilot', 'NOUN'), ('managed', 'VERB'), ('to', 'PART'), ('land', 'VERB'), ('the', 'DET'), ('airplane', 'NOUN'), ('safely', 'ADV'), ('.', 'PUNCT')]"
278,jail,,land, this may land you in jail .,2,1,"[(' ', 'SPACE'), ('this', 'PRON'), ('may', 'AUX'), ('land', 'VERB'), ('you', 'PRON'), ('in', 'ADP'), ('jail', 'NOUN'), ('.', 'PUNCT')]"
279,smuggler,,land, The drug smugglers landed the heroin on the beach of the island .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('drug', 'NOUN'), ('smugglers', 'NOUN'), ('landed', 'VERB'), ('the', 'DET'), ('heroin', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('beach', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('island', 'NOUN'), ('.', 'PUNCT')]"
280,blow,,land, He landed several blows on his opponent 's head .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('landed', 'VERB'), ('several', 'ADJ'), ('blows', 'NOUN'), ('on', 'ADP'), ('his', 'PRON'), ('opponent', 'NOUN'), (""'s"", 'PART'), ('head', 'NOUN'), ('.', 'PUNCT')]"
281,ship,,land, The ship landed in Pearl Harbor .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('ship', 'NOUN'), ('landed', 'VERB'), ('in', 'ADP'), ('Pearl', 'PROPN'), ('Harbor', 'PROPN'), ('.', 'PUNCT')]"
282,book,,lay, lay the books on the table .,0,0,"[(' ', 'SPACE'), ('lay', 'VERB'), ('the', 'DET'), ('books', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('table', 'NOUN'), ('.', 'PUNCT')]"
283,foundation,,lay, lay the foundation for a new health care plan .,0,1,"[(' ', 'SPACE'), ('lay', 'VERB'), ('the', 'DET'), ('foundation', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('new', 'ADJ'), ('health', 'NOUN'), ('care', 'NOUN'), ('plan', 'NOUN'), ('.', 'PUNCT')]"
284,responsibility,,lay, lay a responsibility on someone .,0,1,"[(' ', 'SPACE'), ('lay', 'VERB'), ('a', 'DET'), ('responsibility', 'NOUN'), ('on', 'ADP'), ('someone', 'PRON'), ('.', 'PUNCT')]"
285,news,,leak, The news were leaked to the paper .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('news', 'NOUN'), ('were', 'AUX'), ('leaked', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('paper', 'NOUN'), ('.', 'PUNCT')]"
286,water,,leak, Water leaked out of the can into the backpack .,1,0,"[(' ', 'SPACE'), ('Water', 'NOUN'), ('leaked', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('can', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('backpack', 'NOUN'), ('.', 'PUNCT')]"
287,container,,leak, The container leaked gasoline .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('container', 'NOUN'), ('leaked', 'VERB'), ('gasoline', 'NOUN'), ('.', 'PUNCT')]"
288,rifle,,lean, He leaned his rifle against the wall .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('leaned', 'VERB'), ('his', 'PRON'), ('rifle', 'NOUN'), ('against', 'ADP'), ('the', 'DET'), ('wall', 'NOUN'), ('.', 'PUNCT')]"
289,car,,lend, I will lend you my car .,2,0,"[(' ', 'SPACE'), ('I', 'PRON'), ('will', 'AUX'), ('lend', 'VERB'), ('you', 'PRON'), ('my', 'PRON'), ('car', 'NOUN'), ('.', 'PUNCT')]"
