index	sentence	Sources	Source_Index	Targets	Target_Index	metaphoricity_score	new_sentences
3930	You’re bound to experience the Kafkaesque horrors of Czech bureaucracy eventually – there’s really no way of escaping it.	horrors	6	bureaucracy	9	3.0	horrors has property bad. You’re bound to experience the Kafkaesque horrors of Czech bureaucracy eventually – there’s really no way of escaping it.
3935	Despite all the avowals and resolutions to harness knowledge as a wealth-creating tool and the alleviation of poverty in our societies, the democratisation of our communities seems to rest on the margins of our agenda.	tool	12	wealth-creating	11	3.0	tool has property useful. Despite all the avowals and resolutions to harness knowledge as a wealth-creating tool and the alleviation of poverty in our societies, the democratisation of our communities seems to rest on the margins of our agenda.
4018	I am not aware of another developed country that has had a similar romance of the gun.	romance	13	gun	16	3.0	romance has property good. I am not aware of another developed country that has had a similar romance of the gun.
4029	AMT (the tax bubble for the semi-rich that we should eliminate) is a second contributor to the regressive nature of our current income tax system.	bubble	3	tax	23	3.0	bubble has property fun to swim in. AMT (the tax bubble for the semi-rich that we should eliminate) is a second contributor to the regressive nature of our current income tax system.
4032	Predicting the future course of Fed policy regarding interest rates in the given situation.	course	3	policy	6	3.0	course has property good. Predicting the future course of Fed policy regarding interest rates in the given situation.
4098	According to minutes released yesterday of the December Fed meeting at which governors made the historic decision to slash interest rates to less than 0.25 percent, it was fear of deeper economic catastrophe that persuaded them to open the monetary spigot as wide as they could go in an effort to keep the failing economy from running completely aground.	spigot	40	monetary	39	3.0	spigot has property hot. According to minutes released yesterday of the December Fed meeting at which governors made the historic decision to slash interest rates to less than 0.25 percent, it was fear of deeper economic catastrophe that persuaded them to open the monetary spigot as wide as they could go in an effort to keep the failing economy from running completely aground.
4100	Leaping towards the Land Rover, my Sten fired accidentally, a stream of bullets flying in all directions.	stream	10	bullets	12	3.0	stream has property full of water. Leaping towards the Land Rover, my Sten fired accidentally, a stream of bullets flying in all directions.
4103	Whenever you think or say the word rosperity,a program will begin to run that will clear anything that is anchoring, supporting or creating blocks to accepting, allowing and aligning with the divine ideal flow of prosperity.	flow	33	prosperity	35	3.0	flow has property good. Whenever you think or say the word rosperity,a program will begin to run that will clear anything that is anchoring, supporting or creating blocks to accepting, allowing and aligning with the divine ideal flow of prosperity.
4140	If you came of age on a diet of Vietnam movies where heroes fell dramatically in a rain of bullets -- think the Christ-like demise of the Willem Dafoe character in Platoon or the closer-than-close-up pathos of Tom Cruise in Oliver Stone	rain	17	bullets	19	3.0	rain has property wet. If you came of age on a diet of Vietnam movies where heroes fell dramatically in a rain of bullets -- think the Christ-like demise of the Willem Dafoe character in Platoon or the closer-than-close-up pathos of Tom Cruise in Oliver Stone
4152	This shews how much numbers of men are to be preferred to largeness of dominions; and that the increase of lands, and the right employing of them, is the great art of government: and that prince, who shall be so wise and godlike, as by established laws of liberty to secure protection and encouragement to the honest industry of mankind, against the oppression of power and narrowness of party, will quickly be too hard for his neighbours: but this by the by.	art	68	government	32	3.0	art has property important to human. This shews how much numbers of men are to be preferred to largeness of dominions; and that the increase of lands, and the right employing of them, is the great art of government: and that prince, who shall be so wise and godlike, as by established laws of liberty to secure protection and encouragement to the honest industry of mankind, against the oppression of power and narrowness of party, will quickly be too hard for his neighbours: but this by the by.
4187	The cradle of American democracy--and thus of the democratic movement that is sweeping the globe today--the venerable Old Dominion has emerged again in the second half of the 20th century as a dynamic political pace setter for the nation.	cradle	1	democracy	4	3.0	cradle has property soft. The cradle of American democracy--and thus of the democratic movement that is sweeping the globe today--the venerable Old Dominion has emerged again in the second half of the 20th century as a dynamic political pace setter for the nation.
4205	America just digs its ersatz-democracy hole deeper with these nationalized political parties that preclude real choice at the polls.	hole	5	democracy	4	3.0	hole has property wide. America just digs its ersatz-democracy hole deeper with these nationalized political parties that preclude real choice at the polls.
4207	Login to Send PM I understand your anger completely but comparing Brazil's democracy to ours is far fetched in terms of freedoms we enjoy here.Brazil I would classify as a dictatorship despite their packaging of democracy and would avoid going there at all costs.I'm sorry if my reply is in contradiction to forum rules because it is somewhat political in nature.	packaging	33	democracy	35	3.0	packaging has property good for business. Login to Send PM I understand your anger completely but comparing Brazil's democracy to ours is far fetched in terms of freedoms we enjoy here.Brazil I would classify as a dictatorship despite their packaging of democracy and would avoid going there at all costs.I'm sorry if my reply is in contradiction to forum rules because it is somewhat political in nature.
4208	Unlike direct democracy, presidential democracy employs representatives to maintain order and ensure fairness of government issues.	employs	5	democracy	4	3.0	employs has property corrupt. Unlike direct democracy, presidential democracy employs representatives to maintain order and ensure fairness of government issues.
4209	- What place does democracy reserve to our core cultural values? - What are the possible solutions to build a winning democracy, respectful of our values?	winning	20	democracy	21	3.0	winning has property good. - What place does democracy reserve to our core cultural values? - What are the possible solutions to build a winning democracy, respectful of our values?
4210	Those who wish to use the courts to stunt or sterilize democracy are not true friends of the judiciary, despite their many protestations, or of the American system of con- stitutional government.	sterilize	10	democracy	11	3.0	sterilize has property important in sterilization of animal. Those who wish to use the courts to stunt or sterilize democracy are not true friends of the judiciary, despite their many protestations, or of the American system of con- stitutional government.
4211	Democracy longs for peace, equality, and a simplified life.	longs	1	Democracy	0	3.0	longs has property long. Democracy longs for peace, equality, and a simplified life.
4212	Communism thrives on an empty stomach and democracy relaxes on a full one.	relaxes	8	democracy	7	3.0	relaxes has property good. Communism thrives on an empty stomach and democracy relaxes on a full one.
4213	President Bush has asserted that democracy burns in every human heart.	burns	6	democracy	5	3.0	burns has property painful. President Bush has asserted that democracy burns in every human heart.
4214	The crowd swelled, chanting “Shame!” and “Our House!” as fire trucks arrived in support, sirens blaring to respond to the burning of democracy	burning	20	democracy	22	3.0	burning has property dangerous. The crowd swelled, chanting “Shame!” and “Our House!” as fire trucks arrived in support, sirens blaring to respond to the burning of democracy
4215	If democracy is a painting created by its own audience, democracy without transparency is that audience blindfolded — trusting and hoping and not really knowing if they are having democracy at all. - See more at: http://blackboxvoting.org/reports/transparency/#sthash.CX2adUUr.dpuf	painting	4	democracy	29	3.0	painting has property beautiful. If democracy is a painting created by its own audience, democracy without transparency is that audience blindfolded — trusting and hoping and not really knowing if they are having democracy at all. - See more at: http://blackboxvoting.org/reports/transparency/#sthash.CX2adUUr.dpuf
4216	The process, unfortunately, has led to continued frustration that democracy is arriving too slowly, or perhaps in ways that lots of people don’t really want.	arriving	11	democracy	9	3.0	arriving has property bore. The process, unfortunately, has led to continued frustration that democracy is arriving too slowly, or perhaps in ways that lots of people don’t really want.
4217	"In making these claims Jacobson seeks to revise the work of Oscar Handlin and John Higham, who have depicted racism as periodically causing aberrations in America's grand odyssey of democracy, not as a ""language and a logic"" that caught white as well as black and red others in its grasp throughout America's history (135, 164, 274)."	odyssey	27	democracy	29	3.0	"odyssey has property very educational. In making these claims Jacobson seeks to revise the work of Oscar Handlin and John Higham, who have depicted racism as periodically causing aberrations in America's grand odyssey of democracy, not as a ""language and a logic"" that caught white as well as black and red others in its grasp throughout America's history (135, 164, 274)."
4218	And if it didn't because it's so in hock to rabid anti-inflation ideology, you can bet that the next one would, because the incumbents would be walloped at the next elections, which is why democracy is magic.	magic	36	democracy	34	3.0	magic has property good. And if it didn't because it's so in hock to rabid anti-inflation ideology, you can bet that the next one would, because the incumbents would be walloped at the next elections, which is why democracy is magic.
4219	While the world has undeniably become more democratic, defining exactly how to measure “democracy” remains a contentious issue.	measure	12	“democracy”	13	3.0	measure has property important. While the world has undeniably become more democratic, defining exactly how to measure “democracy” remains a contentious issue.
4220	For individualists, democracy is the servant of liberty, and is concerned only with the means of governing.	servant	5	democracy	2	3.0	servant has property courteous. For individualists, democracy is the servant of liberty, and is concerned only with the means of governing.
4221	Democracy is a circle where each and everybody have equal distance from the center, a center which represents the one voice for all.	circle	3	Democracy	0	3.0	circle has property round. Democracy is a circle where each and everybody have equal distance from the center, a center which represents the one voice for all.
4222	Today, democracy's antagonist is not monarchy but plutocracy, which is government by the wealthy (and their corporations).	antagonist	2	democracy's	1	3.0	antagonist has property antagonist. Today, democracy's antagonist is not monarchy but plutocracy, which is government by the wealthy (and their corporations).
4223	But since citizens are so distant and disconnected from the government, does this mean that democracy is a fantasy?	fantasy	18	democracy	15	3.0	fantasy has property fun. But since citizens are so distant and disconnected from the government, does this mean that democracy is a fantasy?
4224	"Quiritatio Dec 3rd 2012 18:29 GMT ""Liberal democracy conquers the former Warsaw Pact nations, with Russia and one or two Balkan states the exeptions."	conquers	8	democracy	7	3.0	"conquers has property fun. Quiritatio Dec 3rd 2012 18:29 GMT ""Liberal democracy conquers the former Warsaw Pact nations, with Russia and one or two Balkan states the exeptions."
4225	"""Press freedom is the thermometer of democracy."	thermometer	4	democracy	6	3.0	"thermometer has property cold. ""Press freedom is the thermometer of democracy."
4226	Lebanese democracy warms my heart more than you know.	warms	2	democracy	1	3.0	warms has property good. Lebanese democracy warms my heart more than you know.
4227	Others looked like deer caught in democracy’s headlights.	headlights	7	democracy’s	6	3.0	headlights has property on at night. Others looked like deer caught in democracy’s headlights.
4228	These many different forms of political involvement were brought together in one small space, which certainly looked like a living panorama of democracy in action.	panorama	20	democracy	22	3.0	panorama has property beautiful. These many different forms of political involvement were brought together in one small space, which certainly looked like a living panorama of democracy in action.
4229	Thaksin might have damaged the country’s weak democracy, but the military ruined it.	weak	6	democracy	7	3.0	weak has property bad. Thaksin might have damaged the country’s weak democracy, but the military ruined it.
4230	I don't believe that elections are God.	God	6	elections	4	3.0	God has property good. I don't believe that elections are God.
4231	However, Executive Director of Council for a Livable World John Isaacs noted, “In the wreckage of the election, there are few shards of hope.	wreckage	14	election	17	3.0	wreckage has property bad. However, Executive Director of Council for a Livable World John Isaacs noted, “In the wreckage of the election, there are few shards of hope.
4232	Thursday night’s CNN poll demonstrated that voters felt Ryan was more likable, by a 10-point margin, evidence that the Biden performance might have ruffled the feathers of voters wanting a civil debate.	feathers	25	voters	27	3.0	feathers has property colorful. Thursday night’s CNN poll demonstrated that voters felt Ryan was more likable, by a 10-point margin, evidence that the Biden performance might have ruffled the feathers of voters wanting a civil debate.
4234	In Ohio Romney won 72 of 88 counties but lost due to a tsunami of votes in Democrat-controlled Cleveland	tsunami	13	votes	15	3.0	tsunami has property very violent. In Ohio Romney won 72 of 88 counties but lost due to a tsunami of votes in Democrat-controlled Cleveland
4235	I have to believe that the Obama campaign longs for the days where they could play the race card on their opponents, or, better still, rise above the veiled innuendo and make Bill Clinton look foolish in the process.	longs	8	campaign	7	3.0	longs has property long. I have to believe that the Obama campaign longs for the days where they could play the race card on their opponents, or, better still, rise above the veiled innuendo and make Bill Clinton look foolish in the process.
4236	Speaking of money, let's talk about Kerry campaign's lust for money.	lust	8	campaign's	7	3.0	lust has property bad. Speaking of money, let's talk about Kerry campaign's lust for money.
4237	"I, too, am disgusted with the news media who has ""elected"" the democratic candidate shaping the mindless, herd mentality of those Americans who have chosed to ""vote"" blindly!! The fervency of the Obama campaign is similar to the fervency of the evangelical vote who ""mindlessly"" elected Bush."	fervency	38	campaign	33	3.0	"fervency has property good. I, too, am disgusted with the news media who has ""elected"" the democratic candidate shaping the mindless, herd mentality of those Americans who have chosed to ""vote"" blindly!! The fervency of the Obama campaign is similar to the fervency of the evangelical vote who ""mindlessly"" elected Bush."
4238	Yet, these estranged voters have aided in the erosion of a Democratic stronghold in this area.	estranged	2	voters	3	3.0	estranged has property bad. Yet, these estranged voters have aided in the erosion of a Democratic stronghold in this area.
4239	Every two years I'm an election widow.	widow	6	election	5	3.0	widow has property old than her child. Every two years I'm an election widow.
4240	In one corner, we have Dalton McGuinty and his Liberal party, which in the previous election campaign smothered voters with promises to not raise taxes, among other noble pledges.	smothered	17	voters	18	3.0	smothered has property good. In one corner, we have Dalton McGuinty and his Liberal party, which in the previous election campaign smothered voters with promises to not raise taxes, among other noble pledges.
4241	#2 you lnow with this type of crookedness smothering the election process,with greed and criminal practices the norm on wall street and blatant political and judicial(clarence thomas etc>)corruption being financed by transnational corp.does anybody ever wonder if somewhere,sometime jeff skilling from enron fame is sitting there and saying-how the hell did i get sent to prison compared to what these guys have been doing and getting off scott free!!oligarchs-to say the very least!! Login or register to post comments	smothering	8	election	10	3.0	smothering has property unpleasant. #2 you lnow with this type of crookedness smothering the election process,with greed and criminal practices the norm on wall street and blatant political and judicial(clarence thomas etc>)corruption being financed by transnational corp.does anybody ever wonder if somewhere,sometime jeff skilling from enron fame is sitting there and saying-how the hell did i get sent to prison compared to what these guys have been doing and getting off scott free!!oligarchs-to say the very least!! Login or register to post comments
4242	He ignited voters against him when he said that those who did not like his pro-illegal immigrant actions “did not have a heart,”	ignited	1	voters	2	3.0	ignited has property dangerous. He ignited voters against him when he said that those who did not like his pro-illegal immigrant actions “did not have a heart,”
4243	The election has sparked voters who have two concerns: continuing expansion, which burdens the school district, and property taxes.	sparked	3	voters	4	3.0	sparked has property dangerous. The election has sparked voters who have two concerns: continuing expansion, which burdens the school district, and property taxes.
4244	To be surrounded by politicking in Honduras while pundits fan the flames of the election of my own nation elsewhere is strangely off-putting.	flames	11	election	14	3.0	flames has property hot. To be surrounded by politicking in Honduras while pundits fan the flames of the election of my own nation elsewhere is strangely off-putting.
4245	Whatever campaign headway Al Gore gains from President Clinton's use of oil reserves to prod down home heating prices, the real energy issue is going to be waiting for him or George W. Bush next year.	headway	2	campaign	1	3.0	headway has property bad. Whatever campaign headway Al Gore gains from President Clinton's use of oil reserves to prod down home heating prices, the real energy issue is going to be waiting for him or George W. Bush next year.
4246	GRITtv / By Harry Hanbury Comments Meet the Right-Wing Election Ringleader Who's Behind the Flood of Corporate Cash in the Election (Video)	Ringleader	10	Election	20	3.0	Ringleader has property leader of team. GRITtv / By Harry Hanbury Comments Meet the Right-Wing Election Ringleader Who's Behind the Flood of Corporate Cash in the Election (Video)
4247	Or they may just think it's just one more thing that is a surprise only to Sarah Palin and more evidence of their rapidly forming impression of her as the most clueless part of a campaign divorced from reality.	divorced	36	campaign	35	3.0	divorced has property unpleasant. Or they may just think it's just one more thing that is a surprise only to Sarah Palin and more evidence of their rapidly forming impression of her as the most clueless part of a campaign divorced from reality.
4248	This presidential election dazzles him, especially the Democratic race between Sens.	dazzles	3	election	2	3.0	dazzles has property round. This presidential election dazzles him, especially the Democratic race between Sens.
4249	If Kennedy wants the seat, she should have to fight for it in the election cauldron.	cauldron	15	election	14	3.0	cauldron has property hot. If Kennedy wants the seat, she should have to fight for it in the election cauldron.
4250	"""It's a calculated risk, because if they go down, the state will have even bigger fiscal problems, and his reputation for ballot-box magic will take a hit."""	magic	22	ballot-box	21	3.0	"magic has property good. ""It's a calculated risk, because if they go down, the state will have even bigger fiscal problems, and his reputation for ballot-box magic will take a hit."""
4251	Coming up, the Clinton campaign crushes the competition in the money race for '08.	crushes	5	campaign	4	3.0	crushes has property bad. Coming up, the Clinton campaign crushes the competition in the money race for '08.
4252	Gasoline prices are at an all time high and the President is trying to rally support for his policies while at the same time brace voters for the idea that prices at the pump will not be going down any time soon.	brace	24	voters	25	3.0	brace has property sharp. Gasoline prices are at an all time high and the President is trying to rally support for his policies while at the same time brace voters for the idea that prices at the pump will not be going down any time soon.
4253	“The government would push you into a national ID in a heartbeat but it might be self defeating for the Deemers and their idea of vote early and often to make up that voter cushion they need.	cushion	34	voter	33	3.0	cushion has property soft. “The government would push you into a national ID in a heartbeat but it might be self defeating for the Deemers and their idea of vote early and often to make up that voter cushion they need.
4255	Come November, however, the Democrats may be singing a different tune, and the election’s denouement will determine if this is, indeed, a song we’ve heard before.	denouement	14	election	13	3.0	denouement has property bad. Come November, however, the Democrats may be singing a different tune, and the election’s denouement will determine if this is, indeed, a song we’ve heard before.
4256	Updated 4 months ago This year, voters in Culpeper County are the most powerful voters in the country.	powerful	13	voters	14	3.0	powerful has property dangerous. Updated 4 months ago This year, voters in Culpeper County are the most powerful voters in the country.
4257	he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.	duel	10	election	9	3.0	duel has property dangerous. he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.
4258	Tyler Harber, the Republican operative who had been steering the campaign of tea party candidate Scott D’Amboise has defected to help his old friend Bruce Poliquin.	steering	8	campaign	10	3.0	steering has property dangerous. Tyler Harber, the Republican operative who had been steering the campaign of tea party candidate Scott D’Amboise has defected to help his old friend Bruce Poliquin.
4259	by Jack Tyler آ» Sun Apr 19, 2009 6:44 am Since bureaucracy is an industry in Europe, you are probably stuck when entering a commercial harbor aboard a commercial vessel.	industry	14	bureaucracy	11	3.0	industry has property good. by Jack Tyler آ» Sun Apr 19, 2009 6:44 am Since bureaucracy is an industry in Europe, you are probably stuck when entering a commercial harbor aboard a commercial vessel.
4260	This seems like familiar bureaucratic jealousy of rival agencies, though the Commission ascribes the fbi behavior to an “unduly restrictive view of its role.”	jealousy	5	bureaucratic	4	3.0	jealousy has property bad. This seems like familiar bureaucratic jealousy of rival agencies, though the Commission ascribes the fbi behavior to an “unduly restrictive view of its role.”
4261	The natural desire of bureaucracy is growth; and what better way than by generating countless new regulations?	desire	2	bureaucracy	4	3.0	desire has property good. The natural desire of bureaucracy is growth; and what better way than by generating countless new regulations?
4262	Elsewhere is Robert Kaplan's intriguing look at what may be a decaying Egypt, long a symbol of Middle East stability and a key U.S. ally but now a land stumbling as a huge, corrupt, incompetent state bureaucracy unravels, and slums seem as prevalent as cordless phones. - Nov. 21 Forbes waxes a bit too effusive in its praise for the old Soviet Union's apparently emerging counterpart to this nation's robber barons of old, who it insists gained control of vast assets, not through theft, as was the popular thought, but through organizational skills and financial leverage.	unravels	37	bureaucracy	36	3.0	unravels has property very useful. Elsewhere is Robert Kaplan's intriguing look at what may be a decaying Egypt, long a symbol of Middle East stability and a key U.S. ally but now a land stumbling as a huge, corrupt, incompetent state bureaucracy unravels, and slums seem as prevalent as cordless phones. - Nov. 21 Forbes waxes a bit too effusive in its praise for the old Soviet Union's apparently emerging counterpart to this nation's robber barons of old, who it insists gained control of vast assets, not through theft, as was the popular thought, but through organizational skills and financial leverage.
4263	But several of them want to characterize that as a disintegration of bureaucracy.	disintegration	10	bureaucracy	12	3.0	disintegration has property bad. But several of them want to characterize that as a disintegration of bureaucracy.
4264	All sorts of taxes are going to go up to feed an entire new family of bureaucracy that is going to be established to deal with all the new regulations.	family	14	bureaucracy	16	3.0	family has property fun. All sorts of taxes are going to go up to feed an entire new family of bureaucracy that is going to be established to deal with all the new regulations.
4265	Even under conservative governments the United Kingdom had remained the same stagnant, union-dominated, state-smothered bureaucracy that led to serious economic decline throughout the 1970s.	state-smothered	13	bureaucracy	14	3.0	state-smothered has property cold. Even under conservative governments the United Kingdom had remained the same stagnant, union-dominated, state-smothered bureaucracy that led to serious economic decline throughout the 1970s.
4266	"Inept bureaucracy sparks the comedic ""No One Listen,"" and Davies wrestles with complexities of right and wrong in ""Angola (Wrong Side of the Law),"" a song that feels like a capstone but is billed, oddly, as a bonus track."	sparks	2	bureaucracy	1	3.0	"sparks has property dangerous. Inept bureaucracy sparks the comedic ""No One Listen,"" and Davies wrestles with complexities of right and wrong in ""Angola (Wrong Side of the Law),"" a song that feels like a capstone but is billed, oddly, as a bonus track."
4267	He advocates for the burning of bureaucracy, noting that though most New England police stations are made of brick or stone, their roofs are still wood, and providing instructions on how to make a Molotov cocktail.	burning	4	bureaucracy	6	3.0	burning has property dangerous. He advocates for the burning of bureaucracy, noting that though most New England police stations are made of brick or stone, their roofs are still wood, and providing instructions on how to make a Molotov cocktail.
4268	"oops. i mean ""retreat"" not ""seminar."" bureaucracy fries your brain. can you tell i'm having another sleepless night? driving me nuts. sleep deprivation is not fun. for the love of God, somebody, put me out!!! Jan 25, 2012"	fries	7	bureaucracy	6	3.0	"fries has property good. oops. i mean ""retreat"" not ""seminar."" bureaucracy fries your brain. can you tell i'm having another sleepless night? driving me nuts. sleep deprivation is not fun. for the love of God, somebody, put me out!!! Jan 25, 2012"
4269	A thin army was mirrored in a thin bureaucracy: 1,451 public servants were employed by the central government in 1873; local states managed larger staffs, but the figures hardly added up to anything closer to a state apparatus for a country of three million people.	thin	32	bureaucracy	8	3.0	thin has property good for you. A thin army was mirrored in a thin bureaucracy: 1,451 public servants were employed by the central government in 1873; local states managed larger staffs, but the figures hardly added up to anything closer to a state apparatus for a country of three million people.
4270	In fact, today bureaucracy carries a faintly unsavory aura that connotes inefficiency or worse.	carries	4	bureaucracy	3	3.0	carries has property heavy. In fact, today bureaucracy carries a faintly unsavory aura that connotes inefficiency or worse.
4271	"We also discuss the ""cartels"" that can arise when the navigation of bureaucracy becomes more important than the services being rendered, and Google is trying to encourage bad behavior for its own benefit with Google News Badges."	navigation	10	bureaucracy	12	3.0	"navigation has property fun. We also discuss the ""cartels"" that can arise when the navigation of bureaucracy becomes more important than the services being rendered, and Google is trying to encourage bad behavior for its own benefit with Google News Badges."
4272	Once a bureaucracy embarks on a plan of action it is nearly impossible to easily change that course.	embarks	3	bureaucracy	2	3.0	embarks has property fun. Once a bureaucracy embarks on a plan of action it is nearly impossible to easily change that course.
4273	Cheers from a fellow bureaucratic traveler.	traveler	5	bureaucratic	4	3.0	traveler has property travel by train. Cheers from a fellow bureaucratic traveler.
4274	Otherwise, we will indeed have a controlling bureaucracy and ambitious newcomers scrambling for power.	controlling	6	bureaucracy	7	3.0	controlling has property good. Otherwise, we will indeed have a controlling bureaucracy and ambitious newcomers scrambling for power.
4275	"He also invented the title ""the captain of bureaucracy,"" which he is, by analogy with earlier captains of industry."	captain	16	bureaucracy	8	3.0	"captain has property captain of ship. He also invented the title ""the captain of bureaucracy,"" which he is, by analogy with earlier captains of industry."
4276	Barack Obama has announced his intention to appoint current Bureau of Alcohol, Tobacco and Firearms and Explosives (ATF) Acting Director B. Todd Jones as permanent Director despite a bureaucratic tenure riddled with cover up, cronyism and outright intimidation of his subordinates	tenure	29	bureaucratic	28	3.0	tenure has property important. Barack Obama has announced his intention to appoint current Bureau of Alcohol, Tobacco and Firearms and Explosives (ATF) Acting Director B. Todd Jones as permanent Director despite a bureaucratic tenure riddled with cover up, cronyism and outright intimidation of his subordinates
4277	The legal hocus-pocus of bureaucracy and jurisprudence have placed me here.	hocus-pocus	2	bureaucracy	4	3.0	hocus-pocus has property fun. The legal hocus-pocus of bureaucracy and jurisprudence have placed me here.
4278	Apparently the Harris County DA's office is only partially effective as a bureaucratic laxative.	laxative	13	bureaucratic	12	3.0	laxative has property good for your health. Apparently the Harris County DA's office is only partially effective as a bureaucratic laxative.
4279	Its own commitment comes in the shape of tax incentives (see BOX: Tax incentives), moves to loosen regulation and lighten bureaucracy, such as CC14, and the establishment of its jewel in the crown, the Big Society Bank (see BOX: Big Society Bank).	lighten	19	bureaucracy	20	3.0	lighten has property scary. Its own commitment comes in the shape of tax incentives (see BOX: Tax incentives), moves to loosen regulation and lighten bureaucracy, such as CC14, and the establishment of its jewel in the crown, the Big Society Bank (see BOX: Big Society Bank).
4280	The unloading of bureaucracy could be achieved by ensuring a comprehensive and understandable map of qualifications and a range of informed brokerage services.	unloading	1	bureaucracy	3	3.0	unloading has property heavy. The unloading of bureaucracy could be achieved by ensuring a comprehensive and understandable map of qualifications and a range of informed brokerage services.
4281	Tuesday, May 18, 2010 03:58 It is unfortunate, that when the highest court in our land shines the light of justice, and reaffirms the rights of law-abiding citizens to own firearms, that the political roaches scurry for the protection of bureaucracy.	protection	38	bureaucracy	40	3.0	protection has property important. Tuesday, May 18, 2010 03:58 It is unfortunate, that when the highest court in our land shines the light of justice, and reaffirms the rights of law-abiding citizens to own firearms, that the political roaches scurry for the protection of bureaucracy.
4282	Favorite Favorited 11:20 PM - 14 Oct 2013 LooseStrife ‏@powderkeig Oct 14 @briggsay I haven't heard the news that you have but any longstanding institution with a well-formed bureaucracy is a refuge 4 said persons	refuge	31	bureaucracy	28	3.0	refuge has property safe. Favorite Favorited 11:20 PM - 14 Oct 2013 LooseStrife ‏@powderkeig Oct 14 @briggsay I haven't heard the news that you have but any longstanding institution with a well-formed bureaucracy is a refuge 4 said persons
4283	When a budget is agreed upon, the bureaucracy enforces it and makes it work.	enforces	8	bureaucracy	7	3.0	enforces has property good. When a budget is agreed upon, the bureaucracy enforces it and makes it work.
4284	Although the relationships between them and the other participants in public policy making can theoretically range from bureaucratic dominance, or at least autonomy, to passive bureaucratic subservience, most political scientists tend to treat American bureaucrats as significant but not commanding partners in the interplay of checks and balances in the political process.	subservience	26	bureaucratic	25	3.0	subservience has property good. Although the relationships between them and the other participants in public policy making can theoretically range from bureaucratic dominance, or at least autonomy, to passive bureaucratic subservience, most political scientists tend to treat American bureaucrats as significant but not commanding partners in the interplay of checks and balances in the political process.
4285	It's bad enough that we have this bureaucracy nannying people when it comes to the most basic thing about living. ... but the nannying doesn't even protect anyone from anything because those food labels are ridiculous.	nannying	23	bureaucracy	7	3.0	nannying has property fun. It's bad enough that we have this bureaucracy nannying people when it comes to the most basic thing about living. ... but the nannying doesn't even protect anyone from anything because those food labels are ridiculous.
4286	The creation of the idea of homosexuality derives from both the institutionalization (the death freeze of bureaucracy) of social relations, and the implicit authoritarian nature of such institutionalizations.	freeze	14	bureaucracy	16	3.0	freeze has property cold. The creation of the idea of homosexuality derives from both the institutionalization (the death freeze of bureaucracy) of social relations, and the implicit authoritarian nature of such institutionalizations.
4287	Over the past two years, a fellow dubbed the “Obama Robber” has donned a disguise bearing Barack’s image and mimicked the world’s highest-ranking bureaucratic burglar while proceeding to empty the coffers of more than a few Austrian financial institutions.	burglar	24	bureaucratic	23	3.0	burglar has property dangerous. Over the past two years, a fellow dubbed the “Obama Robber” has donned a disguise bearing Barack’s image and mimicked the world’s highest-ranking bureaucratic burglar while proceeding to empty the coffers of more than a few Austrian financial institutions.
4288	So government these days can not only tell you where on your own land you are permitted to build (by means of wetland designations, local zoning ordinances, and the like), but it can also arbitrarily dramatically increase the value (as perceived by some government agency alone) of that land, depending on the bureaucracy’s vision of (primarily) the tax revenue it could generate, if used otherwise.	vision	53	bureaucracy’s	52	3.0	vision has property very important to person. So government these days can not only tell you where on your own land you are permitted to build (by means of wetland designations, local zoning ordinances, and the like), but it can also arbitrarily dramatically increase the value (as perceived by some government agency alone) of that land, depending on the bureaucracy’s vision of (primarily) the tax revenue it could generate, if used otherwise.
4289	Only when the bureaucracy falters is Lebel recalled.	falters	4	bureaucracy	3	3.0	falters has property bad. Only when the bureaucracy falters is Lebel recalled.
4290	John G. Kester, a Washington lawyer and former Defense Department official, says in jest that Congress ''overdosed on due process'' when it passed the Administrative Procedure Act.	overdosed	16	Congress	15	3.0	overdosed has property bad. John G. Kester, a Washington lawyer and former Defense Department official, says in jest that Congress ''overdosed on due process'' when it passed the Administrative Procedure Act.
4291	Can the current combination of positive social change and government regression continue indefinitely?	regression	10	government	9	3.0	regression has property bad. Can the current combination of positive social change and government regression continue indefinitely?
4293	“We sometimes forget how much the federal government trickles down even to places such as Southeast Ohio,” Gilkey said.	trickles	8	government	7	3.0	trickles has property cold. “We sometimes forget how much the federal government trickles down even to places such as Southeast Ohio,” Gilkey said.
4294	The U.S. Senate froze $55 million worth of U.S. military aid to Colombia earlier this week on allegations that the head of Colombia's armed forces — who has also worked closely with the U.S. in its multibillion anti-narcotics strategy, Plan Colombia — collaborated with the death squads.	froze	3	Senate	2	3.0	froze has property freeze. The U.S. Senate froze $55 million worth of U.S. military aid to Colombia earlier this week on allegations that the head of Colombia's armed forces — who has also worked closely with the U.S. in its multibillion anti-narcotics strategy, Plan Colombia — collaborated with the death squads.
